Date,Location,Zip Code,High Temperature,Low Temperature,Precipitation,Snowfall,Snow Depth
8/30/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,76,51,0,0,0
8/31/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,72,51,2.01,0,0
9/1/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,70,50,0,0,0
9/2/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,79,55,0,0,0
9/3/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,69,48,0,0,0
9/4/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,75,47,0,0,0
9/5/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,77,51,0.2,0,0
9/6/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,82,59,0.47,0,0
9/7/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,62,48,0,0,0
9/8/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,49,45,0.22,0,0
9/9/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,47,43,0.35,0,0
9/10/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,56,41,0,0,0
9/11/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,58,49,0.09,0,0
9/12/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,65,54,0.11,0,0
9/13/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,73,50,0,0,0
9/14/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,75,52,0,0,0
9/15/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,79,58,0,0,0
9/16/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,70,49,0,0,0
9/17/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,60,42,0,0,0
9/18/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,63,37,0,0,0
9/19/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,67,41,0,0,0
9/20/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,71,49,0,0,0
9/21/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,78,54,0,0,0
9/22/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,81,56,0,0,0
9/23/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,81,54,0,0,0
9/24/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,73,56,1.32,0,0
9/25/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,81,56,0,0,0
9/26/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,75,57,0,0,0
9/27/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,65,52,0.01,0,0
9/28/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,59,46,0.03,0,0
9/29/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,61,47,0,0,0
9/30/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,61,43,0.01,0,0
10/1/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,57,36,0,0,0
10/2/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,49,31,0,0,0
10/3/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,48,38,0,0,0
10/4/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,55,35,0,0,0
10/5/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,69,40,0,0,0
10/6/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,77,47,0,0,0
10/7/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,72,46,0,0,0
10/8/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,66,40,0,0,0
10/9/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,80,57,0,0,0
10/10/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,67,46,0,0,0
10/11/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,72,44,0,0,0
10/12/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,67,45,0.51,0,0
10/13/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,60,41,0,0,0
10/14/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,64,43,0,0,0
10/15/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,49,32,0,0,0
10/16/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,45,30,0,0,0
10/17/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,63,36,0.06,0,0
10/18/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,39,24,0,0,0
10/19/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,34,23,0,0,0
10/20/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,35,26,0.37,2.1,0
10/21/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,36,30,0,0,0
10/22/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,34,31,0.3,0,0
10/23/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,35,25,0.03,0,0
10/24/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,31,19,0,0,0
10/25/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,28,23,0.13,2.1,0
10/26/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,30,17,0,0,2
10/27/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,30,11,0,0,0
10/28/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,51,24,0,0,0
10/29/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,37,29,0,0,0
10/30/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,45,29,0,0,0
10/31/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,56,33,0,0,0
11/1/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,36,22,0,0,0
11/2/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,56,22,0,0,0
11/3/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,74,32,0,0,0
11/4/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,73,38,0,0,0
11/5/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,70,44,0,0,0
11/6/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,72,41,0,0,0
11/7/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,71,54,0,0,0
11/8/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,71,52,0,0,0
11/9/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,65,34,1,0,0
11/10/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,34,26,0.89,0.2,0
11/11/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,41,23,0,0,0
11/12/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,35,21,0.02,0.2,0
11/13/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,35,13,0,0,0
11/14/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,38,27,0.12,0,0
11/15/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,37,25,0,0,0
11/16/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,42,22,0,0,0
11/17/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,35,19,0,0,0
11/18/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,51,30,0,0,0
11/19/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,58,39,0,0,0
11/20/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,43,26,0,0,0
11/21/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,42,21,0,0,0
11/22/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,43,26,0,0,0
11/23/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,37,21,0,0,0
11/24/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,33,31,0.49,4,1
11/25/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,35,32,0,0,3
11/26/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,34,29,0,0,0
11/27/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,35,27,0,0,0
11/28/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,47,28,0,0,0
11/29/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,37,21,0,0,0
11/30/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,29,16,0,0,0
12/1/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,37,11,0,0,0
12/2/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,43,18,0,0,0
12/3/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,41,25,0,0,0
12/4/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,43,25,0,0,0
12/5/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,41,19,0.01,0.1,0
12/6/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,36,23,0,0,0
12/7/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,30,28,0,0,0
12/8/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,38,27,0,0,0
12/9/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,52,29,0,0,0
12/10/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,51,29,0,0,0
12/11/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,37,29,0,0,0
12/12/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,32,21,0,0,0
12/13/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,26,18,0,0,0
12/14/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,23,11,0,0,0
12/15/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,23,11,0,0,0
12/16/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,28,13,0,0,0
12/17/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,30,16,0,0,0
12/18/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,37,26,0.01,0.1,0
12/19/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,32,20,0,0,0
12/20/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,37,17,0,0,0
12/21/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,39,21,0,0,0
12/22/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,42,13,0,0,0
12/23/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,47,5,0.06,1.3,0
12/24/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,5,-4,0,0,1
12/25/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,20,-5,0,0,1
12/26/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,27,9,0,0,1
12/27/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,25,18,0,0,0
12/28/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,24,8,0,0,0
12/29/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,24,4,0.12,2.4,0
12/30/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,25,17,0,0,2
12/31/2020,ROCHESTER INTERNATIONAL AIRPORT,55904,21,15,0,0,2
1/1/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,23,9,0,0,2
1/2/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,29,9,0,0,2
1/3/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,26,13,0,0,2
1/4/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,34,20,0,0,2
1/5/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,36,18,0,0,1
1/6/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,33,22,0,0,1
1/7/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,30,21,0,0,1
1/8/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,24,21,0,0,1
1/9/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,21,18,0,0,1
1/10/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,27,19,0,0,0
1/11/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,38,23,0,0,0
1/12/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,41,19,0,0,0
1/13/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,43,28,0,0,0
1/14/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,33,27,0.52,4.1,0
1/15/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,34,31,0.05,0.4,4
1/16/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,33,22,0.02,0.1,4
1/17/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,22,17,0.04,0.3,3
1/18/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,22,17,0,0,3
1/19/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,22,-5,0.1,1.4,3
1/20/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,35,-8,0,0,4
1/21/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,32,6,0,0,4
1/22/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,11,-2,0,0,3
1/23/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,19,-3,0.13,2.3,3
1/24/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,22,9,0.08,1.1,6
1/25/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,18,5,0,0,6
1/26/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,20,12,0,0,6
1/27/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,16,2,0,0,5
1/28/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,19,4,0,0,5
1/29/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,24,14,0,0,5
1/30/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,30,22,0.04,0.4,5
1/31/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,30,26,0.16,1.5,7
2/1/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,27,19,0,0,7
2/2/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,22,12,0,0,7
2/3/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,30,12,0,0,5
2/4/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,31,5,0.17,3,5
2/5/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,6,1,0,0,8
2/6/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,1,-15,0,0,8
2/7/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,-5,-20,0,0,7
2/8/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,1,-13,0,0,7
2/9/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,6,-16,0,0,7
2/10/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,6,-7,0,0,7
2/11/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,-2,-10,0.04,0.4,7
2/12/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,-6,-14,0,0,7
2/13/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,-3,-16,0.05,0.4,8
2/14/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,-8,-19,0,0,8
2/15/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,-3,-23,0,0,8
2/16/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,9,-19,0,0,8
2/17/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,8,-12,0.01,0.2,7
2/18/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,13,2,0.01,0.1,7
2/19/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,14,-4,0,0,7
2/20/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,20,-9,0,0,7
2/21/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,25,18,0.37,4.6,7
2/22/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,39,22,0,0,11
2/23/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,38,27,0,0,9
2/24/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,36,21,0,0,7
2/25/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,30,16,0,0,7
2/26/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,35,21,0,0,7
2/27/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,41,20,0,0,6
2/28/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,37,17,0,0,5
3/1/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,21,7,0.02,0.6,5
3/2/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,38,9,0,0,5
3/3/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,44,28,0,0,4
3/4/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,41,28,0,0,2
3/5/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,37,28,0,0,1
3/6/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,44,23,0,0,0
3/7/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,47,31,0,0,0
3/8/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,56,35,0,0,0
3/9/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,61,37,0,0,0
3/10/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,61,33,0.23,0,0
3/11/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,47,31,0,0,0
3/12/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,46,27,0,0,0
3/13/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,54,28,0,0,0
3/14/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,47,33,0,0,0
3/15/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,33,27,1.1,7.9,0
3/16/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,32,26,0,0.2,8
3/17/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,39,29,0.01,0.2,7
3/18/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,49,30,0,0,6
3/19/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,44,25,0,0,2
3/20/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,53,31,0,0,0
3/21/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,60,38,0,0,0
3/22/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,58,33,0,0,0
3/23/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,55,41,0.23,0,0
3/24/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,48,37,0.33,0,0
3/25/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,51,31,0,0,0
3/26/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,50,26,0,0,0
3/27/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,47,33,0.16,0,0
3/28/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,42,30,0,0,0
3/29/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,68,34,0,0,0
3/30/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,53,28,0,0,0
3/31/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,33,20,0,0,0
4/1/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,42,16,0,0,0
4/2/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,56,29,0,0,0
4/3/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,72,39,0,0,0
4/4/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,81,38,0,0,0
4/5/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,80,43,0,0,0
4/6/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,79,56,0,0,0
4/7/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,74,54,0,0,0
4/8/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,60,42,0.13,0,0
4/9/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,53,41,0.41,0,0
4/10/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,47,41,0,0,0
4/11/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,52,41,0,0,0
4/12/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,46,37,0,0,0
4/13/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,37,30,0,0,0
4/14/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,44,28,0.04,0,0
4/15/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,46,35,0.01,0,0
4/16/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,61,33,0,0,0
4/17/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,60,33,0,0,0
4/18/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,63,32,0,0,0
4/19/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,41,29,0,0,0
4/20/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,42,23,0,0,0
4/21/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,44,21,0,0,0
4/22/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,62,30,0,0,0
4/23/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,55,44,0,0,0
4/24/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,46,31,0,0,0
4/25/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,45,26,0.02,0,0
4/26/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,60,40,0,0,0
4/27/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,66,42,0.18,0,0
4/28/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,58,42,0.02,0,0
4/29/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,69,40,0,0,0
4/30/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,62,42,0,0,0
5/1/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,91,50,0,0,0
5/2/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,85,57,0.43,0,0
5/3/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,65,49,0.16,0,0
5/4/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,59,39,0,0,0
5/5/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,59,36,0.19,0,0
5/6/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,58,37,0,0,0
5/7/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,57,36,0,0,0
5/8/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,52,34,0,0,0
5/9/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,64,36,0,0,0
5/10/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,56,38,0,0,0
5/11/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,60,33,0,0,0
5/12/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,68,35,0,0,0
5/13/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,69,41,0,0,0
5/14/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,67,42,0.01,0,0
5/15/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,72,49,0,0,0
5/16/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,71,50,0,0,0
5/17/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,77,46,0,0,0
5/18/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,68,51,0.15,0,0
5/19/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,69,61,0.04,0,0
5/20/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,70,64,0.65,0,0
5/21/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,76,65,0.53,0,0
5/22/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,78,63,0,0,0
5/23/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,75,66,0.56,0,0
5/24/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,82,65,0,0,0
5/25/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,86,63,0,0,0
5/26/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,67,53,0,0,0
5/27/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,53,40,1,0,0
5/28/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,56,37,0.07,0,0
5/29/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,62,39,0,0,0
5/30/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,58,46,0.3,0,0
5/31/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,73,46,0.01,0,0
6/1/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,77,49,0,0,0
6/2/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,81,55,0,0,0
6/3/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,88,58,0,0,0
6/4/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,93,67,0,0,0
6/5/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,95,69,0,0,0
6/6/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,89,68,0,0,0
6/7/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,91,68,0,0,0
6/8/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,91,68,0,0,0
6/9/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,92,69,0,0,0
6/10/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,95,69,0,0,0
6/11/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,89,71,0,0,0
6/12/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,83,63,0,0,0
6/13/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,91,58,0,0,0
6/14/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,84,57,0,0,0
6/15/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,80,57,0,0,0
6/16/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,84,56,0,0,0
6/17/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,91,67,0.05,0,0
6/18/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,88,60,0,0,0
6/19/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,80,58,0,0,0
6/20/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,81,56,0.82,0,0
6/21/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,66,46,0,0,0
6/22/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,75,47,0,0,0
6/23/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,83,55,0,0,0
6/24/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,90,71,0,0,0
6/25/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,84,67,0,0,0
6/26/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,72,63,0.31,0,0
6/27/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,80,58,0,0,0
6/28/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,82,63,0.13,0,0
6/29/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,82,64,0.15,0,0
6/30/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,84,62,0,0,0
7/1/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,86,61,0,0,0
7/2/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,82,59,0,0,0
7/3/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,83,57,0,0,0
7/4/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,87,65,0,0,0
7/5/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,91,70,0,0,0
7/6/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,88,67,1.33,0,0
7/7/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,68,58,0.62,0,0
7/8/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,73,58,0,0,0
7/9/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,73,57,0.07,0,0
7/10/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,73,58,0,0,0
7/11/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,80,56,0,0,0
7/12/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,80,55,0,0,0
7/13/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,82,58,0,0,0
7/14/2021,ROCHESTER INTERNATIONAL AIRPORT,55904,70,63,0.93,0,0
